,城市,价格,出游人数,评论数,详细出游人数,满意度,来回交通工具,行程天数,住宿类型,行程内交通时长,目的地,编号
2017,广州,1949,17,5人,30,98,飞机/飞机, , ,约15小时30分钟（行程内）,延安,210990257
2018,广州,689,5,3人,136,99,自行安排/自行安排, , , , ,210784782
2019,广州,821,6,2人,349,95, ,共12个,"1晚豪华型,4晚五星级", , ,210738758
2020,广州,2088,8362,1923人,160,93, ,共8个,4晚舒适型, , ,210684877
2021,广州,2830,39,6人,149,98, ,共10个,3晚豪华型,共5次,宝鸡,210672462
2022,广州,453,5,2人,136,99, ,共10个,4晚豪华型,共2次,西安,210467478
2023,广州,947,3,2人,14,100,飞机/飞机, , , , ,210792635
2024,广州,1026,26,2人, , ,飞机/飞机, , , , ,210944556
2025,广州,2750,10,7人,2,100, , , , , ,210779509
2026,广州,253,119,2人,605,89, ,共7个,4晚豪华型,共3次,西安,210903310
2027,广州,895,18,21人,137,99,飞机/飞机, , , , ,210039920
2028,广州,737,9,4人, , ,火车/火车, , , , ,210754911
2029,广州,736,260,4人,175,94,飞机/飞机, , , , ,210946734
2030,广州,2731,10,54人,472,96,自行安排/自行安排, , , , ,210750628
2031,广州,2030,10,2人,2,100, ,共7个,4晚豪华型, , ,210990032
2032,广州,905,13,4人, , , , , , , ,210572444
2033,广州,305,4,1人,13,100,汽车/汽车, , ,共2次,西安,210748707
2034,广州,486,84,2人, , , , , , , ,210216581
2035,广州,293,7,17人,52,100, , , , , ,210517492
2036,广州,1649,4,1人,1202,97,自行安排/自行安排,共11个,4晚舒适型, , ,210987655
2037,广州,972, ,2人,160,93, , , , , ,210667864
2038,广州,384, , ,341,91, , , , , ,210559792
2039,广州, , , ,136,99,动车组/动车组, , ,共4次,西安,210821933
2040,广州,625,6,1人, , , , , , , ,210984495
2041,广州,1599,2479,582人,15,100, , , , , ,210477461
2042,广州,2857,10,1人, , ,飞机/飞机, , ,共4次,西安,210776864
2043,广州,1553,2,2人,143,92, ,共6个,4晚豪华型,共1次,延安,210960415
2044,广州,716,7,1人, , , ,共1个,1晚豪华型, , ,210853112
2045,广州,1158,2,1人,11,97,自行安排/自行安排, , , , ,210774858
2046,广州,818,6,1人, , , ,共8个,4晚豪华型, , ,210849535
2047,广州,274,2,1人,28298,97, , , , , ,210110683
2048,广州,95,1,4人,3431,93,飞机/飞机, , , , ,210732186
2049,广州,1937,9,14人,17,100, ,共7个,"1晚舒适型,3晚高档型",约10小时30分钟（行程内）,延安,210926142
2050,广州,909,106,1人, , , , , , , ,210203742
2051,广州,2233,2,228人,4,100,飞机/飞机, , , , ,320006804
2052,广州,2822,8,106人,27,100, , , , , ,320004591
2053,广州,2822,1118,3人, , , , , , , ,320004545
2054,广州,305,627,185人,10,100,飞机/飞机,共9个,"4晚豪华型,1晚五星级", , ,210048999
2055,广州,989,20,12人, , ,火车/火车, , ,共2次,渭南,210064773
2056,广州,1444,1103,249人,58,99,飞机/飞机, , ,共1个购物点，约40分钟,西安,210132134
2057,广州,491,75,78人, , ,汽车/汽车, , , , ,210035270
2058,广州,1269,1093,12人,623,97, , , , , ,210554843
2059,广州,998,386,145人, , , ,共7个,3晚舒适型, , ,210327399
2060,广州,3077,42,228人,69,96,自行安排/自行安排, , ,共2次,西安,320006808
2061,广州,3037,879,34人,61,100, , , , , ,320006805
2062,广州,1149,1118, , , , ,共12个,"4晚舒适型,1晚经济型", , ,320006223
2063,广州,4573, , ,7,100,自行安排/自行安排, , , , ,210862946
2064,广州,2085, , , , , ,共9个,"1晚高档型,2晚豪华型",共5次,宝鸡,210684878
2065,广州,1336, , ,6,100, , , ,共3次,渭南,210051964
2066,广州,768, , ,84,97,动车组/动车组, , , , ,210203170
2067,广州,783, , , , ,飞机/高铁二等座,共8个,4晚舒适型, , ,210673410
2068,广州,978, , ,167,96,飞机/飞机, , ,共2次,西安,210583451
2069,广州, , , ,2,100,飞机/飞机,共10个,5晚豪华型, , ,210471930
2070,广州,918,29,5人,58,99, ,共10个,5晚豪华型, , ,210203753
2071,广州,1462,255,52人, , , ,共8个,4晚舒适型,共6次,西安,210991267
2072,广州,2129,136,18人,27,100, , , ,共3次,西安,210597914
2073,广州,3520,6,583人, , , , , ,共1次,延安,210645058
2074,广州,1634,3326,4人,6,100,飞机/飞机,共7个,3晚舒适型, , ,210742996
2075,广州,652,20,45人,623,97,飞机/飞机, , ,共3次，约1小时50分钟,西安,210759232
2076,广州,1049,199,52人, , , , , , , ,210606496
2077,广州,941,252,32人,69,96, ,共8个,4晚豪华型,共1次，约1小时,西安,210055214
2078,广州,1366,196,67人,61,100,飞机/飞机,共11个,5晚舒适型,共1个购物点，约30分钟,西安,210053792
2079,广州,1827,343,5人, , ,汽车/汽车,共7个,"1晚舒适型,3晚高档型",共2次,西安,210076960
2080,广州,1078,18,18人,4,100, ,共6个,2晚舒适型,共1次，约1小时,西安,210056923
2081,广州,1344,136,20人,84,97, ,共10个,3晚经济型, , ,210156909
2082,广州,3060,95,20人, , ,自行安排/自行安排, , ,共1次,渭南,210672086
2083,广州,3516,95,9人,7,100,高铁二等座/高铁二等座,共10个,3晚舒适型,共3次,西安,210571104
2084,广州,3650,69,97人, , ,自行安排/自行安排, , ,共3次, ,210356588
2085,广州,1594,3,3人,167,96, ,共16个,"5晚舒适型,1晚经济型", ,西安,210728960
2086,广州,4919,463,7人,2,100, ,共11个,4晚舒适型,共3次,洛阳,320004590
2087,广州,2221,29,6人, , ,飞机/飞机, , , , ,320006807
2088,广州,32,55,3人,1055,92,火车/火车,共7个,"1晚舒适型,3晚高档型", , ,210961479
2089,广州,1527,48,8人,41,100,火车/火车, , , , ,210362690
2090,广州,674,23,6人, , ,飞机/飞机,共12个,"1晚舒适型,3晚高档型,1晚五星级", , ,210559810
2091,广州,2185,2,6人, , ,火车/火车,共4个,3晚高档型,共3次,西安,210665037
2092,广州,533,6, ,277,97,高铁二等座/高铁二等座, , , , ,300327606
2093,广州,676,58, , , ,自行安排/自行安排,共12个,"1晚舒适型,3晚高档型,1晚五星级", , ,210156911
2094,广州,442,39, ,58,95,自行安排/自行安排,共15个,共2次，约1小时30分钟, , ,210978483
2095,广州,499,39, , , , , , , , ,320001263
2096,广州,2074, , ,27,100, , , ,共2次，约2小时30分钟,西安,210738453
2097,广州,3080, , , , ,飞机/飞机, , ,共2次,宝鸡,210672085
2098,广州,2968, , ,217,93,飞机/飞机,共9个,"1晚舒适型,3晚高档型,1晚经济型", , ,210645744
2099,广州,1941, , , , ,飞机/飞机, , ,共2次,宝鸡,210740848
2100,广州,2531,301,42人,260,100,火车/火车, , , , ,320006661
2101,广州,1775,7,2人,13,88,火车/火车, , , , ,320005293
2102,广州,1408,4,2人, , ,飞机/飞机, , , , ,320005282
2103,广州,1777,14,4人,10,100,火车/火车, , , , ,320006660
2104,广州,2531,13,4人, , ,飞机/飞机,共11个,4晚高档型, , ,320005294
2105,广州,2002,17,2人,10,95,飞机/飞机,共7个,4晚豪华型, , ,210917577
2106,广州,1024,16,4人, , ,高铁二等座/高铁二等座, , , , ,210065310
2107,广州,1070,35,3人,7,100,自行安排/自行安排,共6个,4晚豪华型,共2次，约2小时30分钟,西安,210327401
2108,广州,65,14,3人, , , , , , , ,210987932
2109,广州,154,29,7人,84,97, , , , , ,320005037
2110,广州,621,6,2人,4,100,自行安排/自行安排, , , , ,320006651
2111,广州,1000,9,18人, , ,自行安排/自行安排, , , , ,210992129
2112,广州,3184,36,2人,4,97,飞机/飞机,共7个,3晚舒适型, , ,210937162
2113,广州,1764,12,2人, , ,飞机/飞机, , ,共2次,西安,210643099
2114,广州,2926,136,18人, , ,火车/火车, , , , ,210773504
2115,广州,495,16,1人,58,95,飞机/飞机, , , , ,300318517
2116,广州,592,27, , , ,自行安排/自行安排, , , , ,210542881
2117,广州,328,136, ,27,100, , , ,共1次，约1小时,西安,300292439
2118,广州,1495,17, , , , , , ,共1次,宝鸡,210667853
2119,广州,734, , ,19,100,飞机/飞机, , , , ,210155066
2120,广州,2030, , , , ,火车/火车, , , , ,210634960
2121,广州,3734, , ,217,93,火车/火车, , , , ,210936396
2122,广州,676, , , , ,飞机/飞机, , , , ,300548938
2123,广州,189, , ,20,97,高铁二等座/高铁二等座, , , , ,300602966
2124,广州,730, , , , , ,共6个,2晚经济型,共2次,西安,300325195
2125,广州,2850, , ,1,94, , , , , ,210672448
2126,广州,1199, , ,17,99,汽车/汽车, , ,共1次,延安,210667850
2127,广州,478, , ,647,99, , , , , ,300327612
2128,广州,2800, , ,6,100, , , ,共1次,西安,210672461
2129,广州,1500, , , , ,汽车/汽车, , , , ,300335864
2130,广州,851,7,2人, , , , , ,共2次,渭南,210543044
2131,广州,643,16,1人,7,100,汽车/汽车, , , , ,300318799
2132,广州,978,15,1人, , , ,共5个,3晚豪华型,共2次,渭南,210772997
2133,广州,598,12,1人,84,97, , , , , ,300620867
2134,广州,1898,10,1人,4,97,自行安排/自行安排,共7个,"1晚舒适型,3晚高档型",共3次,延安,210960423
2135,广州,978,10,1人, , , , , , , ,300337911
2136,广州,2854,3,2人,6,100, ,共7个,"1晚舒适型,3晚高档型", , ,210773506
2137,广州,2332,2,1人, , ,动车组/动车组, , , , ,210940356
2138,广州,2500,3,1人,2479,97,汽车/汽车,共7个,3晚经济型, , ,210959220
2139,广州,3599,16,1人, , , , , , , ,210989911
2140,广州,2568,6,1人,2,100, ,共7个,3晚高档型, , ,210927963
2141,广州,3888,6,1人, , ,自行安排/自行安排, , , , ,210929619
2142,广州,2000,5, ,2,100, , , , , ,210959223
2143,广州,2350,4, ,7,90, ,共9个,"1晚舒适型,3晚豪华型", , ,210959225
2144,广州,1042,4, , , ,火车/火车, , , , ,210983372
2145,广州,347, , ,6,94,汽车/汽车, , , , ,300318488
2146,广州,292, , , , , , , , , ,300318511
2147,广州,418, , ,2,100, , , , , ,300412386
2148,广州,578, , , , ,飞机/飞机, , , , ,300336219
2149,广州,1336, , ,1,100,飞机/飞机, , , , ,210544017
2150,广州,880, , , , ,汽车/汽车, , ,共1个购物点，约30分钟,延安,300318890
2151,广州,6650, , ,9,100, , , , , ,320004543
2152,广州,2057, , ,106,97, , , , , ,210832248
2153,广州,1556, , , , ,自行安排/自行安排, , , , ,210991139
2154,广州,2680, , ,8,80, , , , , ,210944297
2155,广州,2488, , , , , , , , , ,210944904
2156,广州,3340, , , , ,汽车/汽车, , , , ,320001195
2157,广州,2299, , , , , ,共15个,5晚经济型, , ,320005619
2158,广州,2317, , ,1118,93, , , , , ,210740019
2159,广州,2580, , , , , , , , , ,210943937
2160,广州,2500,3,1人,1,100, , , , , ,210936966
2161,广州,1612,45,3人, , , , , , , ,210934642
2162,广州,1725,2,6人,2,100,汽车/汽车, , , , ,210900980
2163,广州,2092,2,1人, , , , , , , ,210936965
2164,广州,1791,2,1人,9,100, , , , , ,210940357
2165,广州,2134,12,1人,106,97,自行安排/自行安排, , , , ,210940360
2166,广州,1773,6,2人, , , , , , , ,210898619
2167,广州,1764,4,1人, , , , , , , ,210777397
2168,广州,1840,7, , , ,火车/火车, , , , ,210431046
2169,广州,208,4, ,8,80,自行安排/自行安排, , , , ,210467477
2170,广州,654, , , , , , , , , ,300334996
2171,广州,792, , , , , , , , , ,300318640
2172,广州,730, , ,1118,93,动车组/动车组, , , , ,300500557
2173,广州,198, , ,627,94,汽车/汽车, , , , ,300336121
2174,广州,1189, , ,75,93, , , , , ,300423831
2175,广州,842, , ,20,62, , , , , ,210981551
2176,广州,316, , , , ,飞机/飞机,共12个,"1晚舒适型,1晚高档型,1晚豪华型", , ,210980127
2177,广州,1789, , , , ,汽车/汽车, , , , ,210974954
2178,广州,1158, , ,1103,93, , , , , ,210976879
2179,广州,1047, , , , , , , , , ,320005143
2180,广州,2270, , , , ,自行安排/自行安排, , , , ,210974948
2181,广州,359, , , , , , , , , ,210959222
2182,广州,2420, , , , , , , , , ,210608819
2183,广州,2320, , ,1093,94,飞机/飞机, , , , ,210944300
2184,广州,220, , ,386,95,飞机/飞机, , , , ,210943933
2185,广州,3050, , ,42,92, , , , , ,320000324
2186,广州,285, , , , , , , , , ,210796181
2187,广州,259, , ,879,92,自行安排/自行安排, , , , ,210736113
2188,广州,2818, , , , ,汽车/汽车, , , , ,210981715
2189,广州, , , ,1118,93, , , , , ,210667833
2190,广州,401,5,1人, , , , , , , ,210839450
2191,广州,721,3, , , , , , , , ,210668499
2192,广州,238,2, , , , , , , , ,210732198
2193,广州,327,2, ,39,100,高铁二等座/高铁二等座, , , , ,210839873
2194,广州,360,2, , , ,汽车/汽车, , , , ,210431767
2195,广州,251,2, ,58,98, , , , , ,210841639
2196,广州,283,2, ,39,100, , , , , ,210842506
2197,广州,2530,8, , , ,汽车/汽车, , ,共3次,延安,210977254
2198,广州,3469, , ,29,96, , , , , ,210990206
2199,广州,4250, , , , , , , , , ,210935263
2200,广州,311, , ,0,100,汽车/汽车, , , , ,210736109
2201,广州,1700, , ,255,90, , , , , ,210736117
2202,广州,356, , ,136,99, , , , , ,210961500
2203,广州,225, , , , ,自行安排/自行安排, , , , ,210602946
2204,广州,905, , ,3326,93, , , , , ,210987657
2205,广州,1069, , ,20,92, , , , , ,210987658
2206,广州,763, , , , ,高铁二等座/高铁二等座, , , , ,210988078
2207,广州,529, , ,199,88,汽车/汽车, , , , ,210736110
2208,广州,1052, , ,196,89, ,共7个,"4晚高档型,1晚经济型", , ,210987656
2209,广州,2227, , ,252,90, , , , , ,210977531
2210,广州,238, , ,343,88,汽车/汽车, , , , ,210732189
2211,广州,98, , ,18,89, , , , , ,210975536
2212,广州,611, , , , , , , , , ,210988075
2213,广州,534, , ,136,99,汽车/汽车, , , , ,320001529
2214,广州,1263, , ,95,92, , , , , ,210814870
2215,广州,400, , ,69,96, , , , , ,210088247
2216,广州,232, , , , , , , , , ,210847585
2217,广州,997, , ,95,92, , , , , ,320007822
2218,广州,1706, , , , ,飞机/飞机, , , , ,320008376
2219,广州,281, , , , ,汽车/汽车, , , , ,320004579
2220,广州,536,10,114人, , , , , , , ,210945248
2221,广州,500,8, ,16,100,飞机/飞机, , , , ,210751304
2222,广州,305,665, , , ,自行安排/自行安排, , , , ,210431766
2223,广州,305, , , , ,自行安排/自行安排, , , , ,210531939
2224,广州,228, , , , ,汽车/汽车, , , , ,320006924
2225,广州,620, , ,29,69, , , , , ,210951903
2226,广州,52, , , , , , , , , ,320002321
2227,广州,1397, , , , ,汽车/汽车, , , , ,320007823
2228,广州,228, , ,14,87, , , , , ,320008237
2229,广州,339, , ,14,100, , , , , ,320004581
2230,广州,698, , , , , , , , , ,320004384
2231,广州,349, , , , , , , , , ,320007226
2232,广州,421, , ,136,99,自行安排/自行安排, , , , ,210088251
2233,广州,511, , ,16,97,高铁二等座/高铁二等座, , , , ,320005124
2234,广州,631, , , , ,汽车/汽车, , , , ,210906534
2235,广州,569, , ,136,99, , , , , ,320008223
2236,广州,2399, , , , , , , , , ,320007809
2237,广州,2478, , , , ,汽车/汽车, , , , ,210761950
2238,广州,690, , , , , , , , , ,210773059
2239,广州,1010, , , , , , , , , ,210993919
2240,广州,1010, , , , ,汽车/汽车, , , , ,210993916
2241,广州,898, , , , , , , , , ,210990632
2242,广州,999, , ,7,90, , , , , ,210991011
2243,广州,1415, , , , ,高铁二等座/高铁二等座, , , , ,210993616
2244,广州,1485, , ,301,90,自行安排/自行安排, , , , ,210990256
2245,广州,2444, , , , , , , , , ,210762033
2246,广州,4149, , , , , , , , , ,320004252
2247,广州,1259, , , , ,汽车/汽车, , , , ,320004530
2248,广州,1259, , , , , , , , , ,320004532
2249,广州,799, , , , , , , , , ,320005725
2250,广州,1739,2, , , , , , , , ,320006806
2251,广州,1699,2, , , , , , , , ,320006803
2252,广州,1242,2, , , ,汽车/汽车, , , , ,320002974
2253,广州,1212,1, , , , , , , , ,210993918
2254,广州,638,24, , , , , , , , ,210981795
2255,广州,912,9, , , ,自行安排/自行安排, , , , ,210981792
2256,广州,279,8, , , ,自行安排/自行安排, , , , ,210964087
2257,广州,53, , ,4,100, , , , , ,210964388
2258,广州,869, , , , , , , , , ,210981794
2259,广州,1162, , , , ,自行安排/自行安排, , , , ,210827321
2260,广州,1058, , , , , , , , , ,210662929
2261,广州,1193, , , , , , , , , ,320004156
2262,广州,1250, , , , ,团期前1天18点, , , , ,210890225
2263,广州,1380, , , , , , , , , ,210981553
2264,广州,874, , , , , , , , , ,210742467
2265,广州,1553, , , , ,汽车/汽车, , , , ,210983567
2266,广州,1001, , , , , , , , , ,320002969
2267,广州,1369, , , , , , , , , ,210607015
2268,广州,1484, , ,7,100,自行安排/自行安排, , , , ,210813916
2269,广州,1084, , , , ,自行安排/自行安排, , , , ,320006659
2270,广州,867, , ,15,100, , , , , ,320006663
2271,广州,1389, , , , , , , , , ,210981273
2272,广州,867, , ,10,100,团期前1天18点, , , , ,320005291
2273,广州,880, , , , , , , , , ,210147351
2274,广州,1403, , , , , , , , , ,320003859
2275,广州,1081, , , , , , , , , ,210981556
2276,广州,1028, , , , , , , , , ,300318962
2277,广州,399, , , , , , , , , ,300624437
2278,广州,378, , , , , , , , , ,210972753
2279,广州, , , , , ,自行安排/自行安排, , , , ,300608936
2280,广州,799,8, , , , , , , , ,210658017
2281,广州,869,6, , , , , , , , ,300318923
2282,广州,442,5, , , , , , , , ,210518827
2283,广州,630,5, , , ,自行安排/自行安排, , , , ,300551646
2284,广州,605,5, , , ,自行安排/自行安排, , , , ,300336086
2285,广州,985,4, , , ,自行安排/自行安排, , , , ,300318582
2286,广州,688,4, , , , , , , , ,300325186
2287,广州,589,4, , , , , , , , ,300295919
2288,广州,840,4, , , ,汽车/汽车, , , , ,300624415
2289,广州,2559,3, , , , , , , , ,210739370
2290,广州,1188,3, , , , , , , , ,210467480
2291,广州,550,3, , , ,自行安排/自行安排, , , , ,210989643
2292,广州,910,3, , , , , , , , ,300622953
2293,广州,1205,3, ,4,80, , , , , ,300336203
